,0,1
0,37.880322233223325,-122.50502880286656
1,37.88529644354839,-122.51166108387096
2,37.86291249709678,-122.51166108387096
3,37.77965992430581,-122.46317763290735
4,37.75525637367598,-122.50952927926055
5,37.732339476129034,-122.51166108387096
6,37.71617329255577,-122.50917397849712
7,37.70062888532258,-122.5097957548387
8,37.67637961,-122.51166108387096
9,37.85545118161291,-122.50419976774194
10,37.69130224096774,-122.48554647741936
11,37.67637961,-122.4967384516129
12,37.668918294516125,-122.47435450322581
13,37.892757759032264,-122.4967384516129
14,37.851720523870966,-122.49300779354839
15,37.83773055733871,-122.48181581935484
16,37.90021907451613,-122.48927713548387
17,37.89524486419106,-122.4843029247287
18,37.88529644354839,-122.48927713548387
19,37.88529644354839,-122.48181581935484
20,37.87783512806452,-122.47808516129032
21,37.85545118161291,-122.48181581935484
22,37.67637961,-122.47062384516128
23,37.90021907451613,-122.45943187096775
24,37.88231191735484,-122.45868573935483
25,37.851720523870966,-122.47435450322581
26,37.70622487193548,-122.47062384516128
27,37.892757759032264,-122.45943187096775
28,37.870373812580645,-122.46689318709677
29,37.81192684131519,-122.46440608172291
30,37.750992764838706,-122.46689318709677
31,37.86477782596774,-122.45103789032258
32,37.68831771477419,-122.4489860283871
33,37.67637961,-122.4482398967742
34,37.891265495935485,-122.44003244903226
35,37.85545118161291,-122.44077858064516
36,37.870373812580645,-122.43704792258065
37,37.67594070908479,-122.39974134193548
38,37.67016184712164,-122.42088173760953
39,37.892757759032264,-122.42958660645161
40,37.89117940383031,-122.3571257479023
41,37.86291249709678,-122.42212529032258
42,37.69316756983871,-122.42025996129033
43,37.728608818387094,-122.42212529032258
44,37.707717135032254,-122.41764850064516
45,37.86184659488373,-122.40507085342425
46,37.83938065598404,-122.39591502599292
47,37.792562951095334,-122.41040036498762
48,37.754723422580646,-122.40720265806452
49,37.71614804279266,-122.33565734754829
50,37.803546378240355,-122.37897941876139
51,37.709955529677416,-122.39974134193548
52,37.7708896061539,-122.39476713115792
53,37.69503289870968,-122.39228002580646
54,37.68384092548387,-122.39228002580646
55,37.888166180275825,-122.37104397217973
56,37.7840357334208,-122.38375280739459
57,37.814413946451616,-122.38481870967742
58,37.76591539580645,-122.37362673548387
59,37.86589702329032,-122.37288060387097
60,37.773376711290325,-122.3773573935484
61,37.85992797090323,-122.36392702451613
62,37.83022482926978,-122.3482227306039
63,37.780115964011905,-122.33764393669647
64,37.828448325568935,-122.34680152746063
65,37.874323920780185,-122.32907828914895
66,37.86374153214971,-122.34502502368079
67,37.794268394645165,-122.35198891870968
68,37.75182179988418,-122.33839274266892
69,37.88529644354839,-122.33632015483872
70,37.86291249709678,-122.3116978116129
71,37.828870245201614,-122.29808090967742
72,37.7984738633453,-122.31088384984659
73,37.7708896061539,-122.31517975916465
74,37.86244616487903,-122.29201859032258
75,37.79949131548387,-122.29901357419355
76,37.79078644739448,-122.28906515271305
77,37.77617470459678,-122.28968692903226
