Latitude,Longitude,coords
37.6913,-122.4296,30||13
37.6913,-122.4221,30||14
37.6913,-122.4147,30||15
37.6913,-122.4072,30||16
37.6913,-122.3997,30||17
37.6913,-122.3923,30||18
37.6913,-122.3848,30||19
37.6913,-122.3774,30||20
37.6913,-122.3699,30||21
37.6913,-122.3624,30||22
37.6913,-122.355,30||23
37.6913,-122.3475,30||24
37.6913,-122.3401,30||25
37.6913,-122.3326,30||26
37.6913,-122.3251,30||27
37.6913,-122.3177,30||28
37.6913,-122.3102,30||29
37.6913,-122.3027,30||30
37.6913,-122.2953,30||31
37.6913,-122.2878,30||32
37.6838,-122.5191,31||1
37.6838,-122.5117,31||2
37.6838,-122.5042,31||3
37.6838,-122.4967,31||4
37.6838,-122.4893,31||5
37.6838,-122.4818,31||6
37.6838,-122.4744,31||7
37.6838,-122.4669,31||8
37.6838,-122.4594,31||9
37.6838,-122.452,31||10
37.6838,-122.4445,31||11
37.6838,-122.437,31||12
37.6838,-122.4296,31||13
37.6838,-122.4221,31||14
37.6838,-122.4147,31||15
37.6838,-122.4072,31||16
37.6838,-122.3997,31||17
37.6838,-122.3923,31||18
37.6838,-122.3848,31||19
37.6838,-122.3774,31||20
37.6838,-122.3699,31||21
37.6838,-122.3624,31||22
37.6838,-122.355,31||23
37.6838,-122.3475,31||24
37.6838,-122.3401,31||25
37.6838,-122.3326,31||26
37.6838,-122.3251,31||27
37.6838,-122.3177,31||28
37.6838,-122.3102,31||29
37.6838,-122.3027,31||30
37.6838,-122.2953,31||31
37.6838,-122.2878,31||32
37.6764,-122.5191,32||1
37.6764,-122.5117,32||2
37.6764,-122.5042,32||3
37.6764,-122.4967,32||4
37.6764,-122.4893,32||5
37.6764,-122.4818,32||6
37.6764,-122.4744,32||7
37.6764,-122.4669,32||8
37.6764,-122.4594,32||9
37.6764,-122.452,32||10
37.6764,-122.4445,32||11
37.6764,-122.437,32||12
37.6764,-122.4296,32||13
37.6764,-122.4221,32||14
37.6764,-122.4147,32||15
37.6764,-122.4072,32||16
37.6764,-122.3997,32||17
37.6764,-122.3923,32||18
37.6764,-122.3848,32||19
37.6764,-122.3774,32||20
37.6764,-122.3699,32||21
37.6764,-122.3624,32||22
37.6764,-122.355,32||23
37.6764,-122.3475,32||24
37.6764,-122.3401,32||25
37.6764,-122.3326,32||26
37.6764,-122.3251,32||27
37.6764,-122.3177,32||28
37.6764,-122.3102,32||29
37.6764,-122.3027,32||30
37.6764,-122.2953,32||31
37.6764,-122.2878,32||32
