,0,1,2
148,37.87783512806452,-122.36989607741936,4||20
149,37.87783512806452,-122.36243476129032,4||21
150,37.87783512806452,-122.35497344516129,4||22
151,37.87783512806452,-122.34751212903225,4||23
152,37.87783512806452,-122.34005081290323,4||24
153,37.87783512806452,-122.33258949677419,4||25
154,37.87783512806452,-122.32512818064517,4||26
155,37.87783512806452,-122.31766686451613,4||27
156,37.87783512806452,-122.3102055483871,4||28
157,37.87783512806452,-122.30274423225806,4||29
158,37.87783512806452,-122.29528291612904,4||30
159,37.87783512806452,-122.2878216,4||31
160,37.870373812580645,-122.5191224,5||0
161,37.870373812580645,-122.51166108387096,5||1
162,37.870373812580645,-122.50419976774194,5||2
163,37.870373812580645,-122.4967384516129,5||3
164,37.870373812580645,-122.48927713548387,5||4
165,37.870373812580645,-122.48181581935484,5||5
166,37.870373812580645,-122.47435450322581,5||6
167,37.870373812580645,-122.46689318709677,5||7
168,37.870373812580645,-122.45943187096775,5||8
169,37.870373812580645,-122.45197055483871,5||9
170,37.870373812580645,-122.44450923870968,5||10
171,37.870373812580645,-122.43704792258065,5||11
172,37.870373812580645,-122.42958660645161,5||12
173,37.870373812580645,-122.42212529032258,5||13
174,37.870373812580645,-122.41466397419354,5||14
175,37.870373812580645,-122.40720265806452,5||15
176,37.870373812580645,-122.39974134193548,5||16
177,37.870373812580645,-122.39228002580646,5||17
178,37.870373812580645,-122.38481870967742,5||18
179,37.870373812580645,-122.3773573935484,5||19
180,37.870373812580645,-122.36989607741936,5||20
181,37.870373812580645,-122.36243476129032,5||21
182,37.870373812580645,-122.35497344516129,5||22
183,37.870373812580645,-122.34751212903225,5||23
184,37.870373812580645,-122.34005081290323,5||24
185,37.870373812580645,-122.33258949677419,5||25
186,37.870373812580645,-122.32512818064517,5||26
187,37.870373812580645,-122.31766686451613,5||27
188,37.870373812580645,-122.3102055483871,5||28
189,37.870373812580645,-122.30274423225806,5||29
190,37.870373812580645,-122.29528291612904,5||30
191,37.870373812580645,-122.2878216,5||31
192,37.86291249709678,-122.5191224,6||0
193,37.86291249709678,-122.51166108387096,6||1
194,37.86291249709678,-122.50419976774194,6||2
195,37.86291249709678,-122.4967384516129,6||3
196,37.86291249709678,-122.48927713548387,6||4
197,37.86291249709678,-122.48181581935484,6||5
198,37.86291249709678,-122.47435450322581,6||6
199,37.86291249709678,-122.46689318709677,6||7
200,37.86291249709678,-122.45943187096775,6||8
201,37.86291249709678,-122.45197055483871,6||9
202,37.86291249709678,-122.44450923870968,6||10
203,37.86291249709678,-122.43704792258065,6||11
204,37.86291249709678,-122.42958660645161,6||12
205,37.86291249709678,-122.42212529032258,6||13
206,37.86291249709678,-122.41466397419354,6||14
207,37.86291249709678,-122.40720265806452,6||15
208,37.86291249709678,-122.39974134193548,6||16
209,37.86291249709678,-122.39228002580646,6||17
210,37.86291249709678,-122.38481870967742,6||18
211,37.86291249709678,-122.3773573935484,6||19
212,37.86291249709678,-122.36989607741936,6||20
213,37.86291249709678,-122.36243476129032,6||21
214,37.86291249709678,-122.35497344516129,6||22
215,37.86291249709678,-122.34751212903225,6||23
216,37.86291249709678,-122.34005081290323,6||24
217,37.86291249709678,-122.33258949677419,6||25
218,37.86291249709678,-122.32512818064517,6||26
219,37.86291249709678,-122.31766686451613,6||27
220,37.86291249709678,-122.3102055483871,6||28
221,37.86291249709678,-122.30274423225806,6||29
222,37.86291249709678,-122.29528291612904,6||30
223,37.86291249709678,-122.2878216,6||31
224,37.85545118161291,-122.5191224,7||0
225,37.85545118161291,-122.51166108387096,7||1
226,37.85545118161291,-122.50419976774194,7||2
227,37.85545118161291,-122.4967384516129,7||3
228,37.85545118161291,-122.48927713548387,7||4
229,37.85545118161291,-122.48181581935484,7||5
230,37.85545118161291,-122.47435450322581,7||6
231,37.85545118161291,-122.46689318709677,7||7
232,37.85545118161291,-122.45943187096775,7||8
233,37.85545118161291,-122.45197055483871,7||9
234,37.85545118161291,-122.44450923870968,7||10
235,37.85545118161291,-122.43704792258065,7||11
236,37.85545118161291,-122.42958660645161,7||12
237,37.85545118161291,-122.42212529032258,7||13
238,37.85545118161291,-122.41466397419354,7||14
239,37.85545118161291,-122.40720265806452,7||15
240,37.85545118161291,-122.39974134193548,7||16
241,37.85545118161291,-122.39228002580646,7||17
242,37.85545118161291,-122.38481870967742,7||18
243,37.85545118161291,-122.3773573935484,7||19
244,37.85545118161291,-122.36989607741936,7||20
245,37.85545118161291,-122.36243476129032,7||21
246,37.85545118161291,-122.35497344516129,7||22
247,37.85545118161291,-122.34751212903225,7||23
248,37.85545118161291,-122.34005081290323,7||24
249,37.85545118161291,-122.33258949677419,7||25
250,37.85545118161291,-122.32512818064517,7||26
251,37.85545118161291,-122.31766686451613,7||27
252,37.85545118161291,-122.3102055483871,7||28
253,37.85545118161291,-122.30274423225806,7||29
254,37.85545118161291,-122.29528291612904,7||30
255,37.85545118161291,-122.2878216,7||31
256,37.84798986612903,-122.5191224,8||0
257,37.84798986612903,-122.51166108387096,8||1
258,37.84798986612903,-122.50419976774194,8||2
259,37.84798986612903,-122.4967384516129,8||3
260,37.84798986612903,-122.48927713548387,8||4
261,37.84798986612903,-122.48181581935484,8||5
262,37.84798986612903,-122.47435450322581,8||6
263,37.84798986612903,-122.46689318709677,8||7
264,37.84798986612903,-122.45943187096775,8||8
265,37.84798986612903,-122.45197055483871,8||9
266,37.84798986612903,-122.44450923870968,8||10
267,37.84798986612903,-122.43704792258065,8||11
268,37.84798986612903,-122.42958660645161,8||12
269,37.84798986612903,-122.42212529032258,8||13
270,37.84798986612903,-122.41466397419354,8||14
271,37.84798986612903,-122.40720265806452,8||15
272,37.84798986612903,-122.39974134193548,8||16
273,37.84798986612903,-122.39228002580646,8||17
274,37.84798986612903,-122.38481870967742,8||18
275,37.84798986612903,-122.3773573935484,8||19
276,37.84798986612903,-122.36989607741936,8||20
277,37.84798986612903,-122.36243476129032,8||21
278,37.84798986612903,-122.35497344516129,8||22
279,37.84798986612903,-122.34751212903225,8||23
280,37.84798986612903,-122.34005081290323,8||24
281,37.84798986612903,-122.33258949677419,8||25
282,37.84798986612903,-122.32512818064517,8||26
283,37.84798986612903,-122.31766686451613,8||27
284,37.84798986612903,-122.3102055483871,8||28
285,37.84798986612903,-122.30274423225806,8||29
286,37.84798986612903,-122.29528291612904,8||30
287,37.84798986612903,-122.2878216,8||31
288,37.84052855064516,-122.5191224,9||0
289,37.84052855064516,-122.51166108387096,9||1
290,37.84052855064516,-122.50419976774194,9||2
291,37.84052855064516,-122.4967384516129,9||3
292,37.84052855064516,-122.48927713548387,9||4
293,37.84052855064516,-122.48181581935484,9||5
294,37.84052855064516,-122.47435450322581,9||6
295,37.84052855064516,-122.46689318709677,9||7
296,37.84052855064516,-122.45943187096775,9||8
297,37.84052855064516,-122.45197055483871,9||9
298,37.84052855064516,-122.44450923870968,9||10
299,37.84052855064516,-122.43704792258065,9||11
300,37.84052855064516,-122.42958660645161,9||12
301,37.84052855064516,-122.42212529032258,9||13
302,37.84052855064516,-122.41466397419354,9||14
303,37.84052855064516,-122.40720265806452,9||15
304,37.84052855064516,-122.39974134193548,9||16
305,37.84052855064516,-122.39228002580646,9||17
306,37.84052855064516,-122.38481870967742,9||18
307,37.84052855064516,-122.3773573935484,9||19
308,37.84052855064516,-122.36989607741936,9||20
309,37.84052855064516,-122.36243476129032,9||21
310,37.84052855064516,-122.35497344516129,9||22
311,37.84052855064516,-122.34751212903225,9||23
312,37.84052855064516,-122.34005081290323,9||24
313,37.84052855064516,-122.33258949677419,9||25
314,37.84052855064516,-122.32512818064517,9||26
315,37.84052855064516,-122.31766686451613,9||27
316,37.84052855064516,-122.3102055483871,9||28
317,37.84052855064516,-122.30274423225806,9||29
318,37.84052855064516,-122.29528291612904,9||30
319,37.84052855064516,-122.2878216,9||31
320,37.833067235161295,-122.5191224,10||0
321,37.833067235161295,-122.51166108387096,10||1
322,37.833067235161295,-122.50419976774194,10||2
323,37.833067235161295,-122.4967384516129,10||3
324,37.833067235161295,-122.48927713548387,10||4
325,37.833067235161295,-122.48181581935484,10||5
326,37.833067235161295,-122.47435450322581,10||6
327,37.833067235161295,-122.46689318709677,10||7
328,37.833067235161295,-122.45943187096775,10||8
329,37.833067235161295,-122.45197055483871,10||9
