,0,1
0,37.8811771756226,-122.50546922777697
1,37.885995941875,-122.51189425
2,37.86431149375,-122.51189425
3,37.78366056385875,-122.46492590687899
4,37.7600196241861,-122.50982906428365
5,37.7378188796875,-122.51189425
6,37.7221578893509,-122.50948486666908
7,37.70709924484375,-122.5100872125
8,37.683607759375,-122.51189425
9,37.857083344375,-122.5046661
10,37.698064058125,-122.486595725
11,37.683607759375,-122.49743795
12,37.67637961,-122.4757535
13,37.893224091250005,-122.49743795
14,37.8534692696875,-122.493823875
15,37.83991648960938,-122.48298165
16,37.900452240625,-122.4902098
17,37.895633474372595,-122.48539103333093
18,37.885995941875,-122.4902098
19,37.885995941875,-122.48298165
20,37.8787677925,-122.479367575
21,37.857083344375,-122.48298165
22,37.683607759375,-122.472139425
23,37.900452240625,-122.4612972
24,37.883104682125,-122.460574385
25,37.8534692696875,-122.4757535
26,37.712520356875,-122.472139425
27,37.893224091250005,-122.4612972
28,37.871539643125004,-122.46852535000001
29,37.81491913971159,-122.46611596666908
30,37.755889253125,-122.46852535000001
31,37.866118531093754,-122.45316553125
32,37.695172798375,-122.45117779
33,37.683607759375,-122.450454975
34,37.891778461375004,-122.44250401000001
35,37.857083344375,-122.443226825
36,37.871539643125004,-122.43961275
37,37.683182574113395,-122.403472
38,37.67758430158659,-122.42395175830924
39,37.893224091250005,-122.4323846
40,37.89169505964811,-122.36218814328035
41,37.86431149375,-122.42515645
42,37.69987109546875,-122.4233494125
43,37.734204805,-122.42515645
44,37.71396598675,-122.42081956
45,37.863278900981115,-122.40863496425473
46,37.841515022672034,-122.39976525643064
47,37.796160371061106,-122.41379792858176
48,37.7595033278125,-122.41070015
49,37.722133428642884,-122.3413906304374
50,37.806800566107846,-122.3833588869251
51,37.7161344315625,-122.403472
52,37.775164318149095,-122.39865323330925
53,37.701678132812496,-122.39624385
54,37.690835908749996,-122.39624385
55,37.8887759993297,-122.37567142304913
56,37.787899628938895,-122.3879831071635
57,37.8173285228125,-122.3890157
58,37.770345551875,-122.378173475
59,37.8672027535,-122.37745066
60,37.77757370125,-122.38178755
61,37.861420234,-122.36877688
62,37.8326453155426,-122.35356334527252
63,37.784102352324034,-122.3433151386747
64,37.8309243275824,-122.35218655472748
65,37.875366310443304,-122.33501716761305
66,37.86511462145753,-122.35046556669076
67,37.7978125195,-122.35721184
68,37.7566923808253,-122.34404054446051
69,37.885995941875,-122.342032725
70,37.86431149375,-122.31817983
71,37.83133306222656,-122.30498845625
72,37.801886567303264,-122.31739130453889
73,37.775164318149095,-122.32155296669076
74,37.86385973441406,-122.299115584375
75,37.8028722240625,-122.305891975
76,37.79443938310091,-122.29625444169076
77,37.78028425726563,-122.2968567875
